Date,Exercise,Reps,Weight(kg),Duration(s),Distance(m),Incline,Resistance,isWarmup,Note,multiplier
2026-02-26 14:34:49 +0000,Farmer's Walk, 0,26.308357482061943,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-26 14:34:49 +0000,Farmer's Walk, 0,26.308357482061943,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-26 14:34:49 +0000,Farmer's Walk, 0,26.308357482061943,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-26 14:34:49 +0000,Farmer's Walk, 0,26.308357482061943,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-26 14:34:49 +0000,Farmer's Walk, 0,26.308357482061943,0.0,36.575998829568036,0.0,0.0,false,, 0.0
2026-02-26 14:34:49 +0000,Wall Ball, 25,3.6287389630430265,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-26 14:34:49 +0000,Wall Ball, 25,3.6287389630430265,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-26 14:34:49 +0000,Wall Ball, 25,4.535923703803784,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-26 14:34:49 +0000,Wall Ball, 25,4.535923703803784,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-26 14:34:49 +0000,Wall Ball, 25,4.535923703803784,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Barbell Incline Bench Press, 10,20.411656667117025,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-25 14:28:49 +0000,Barbell Incline Bench Press, 6,43.09127518613594,0.0,0.0,0.0,0.0,true,, 1.0
2026-02-25 14:28:49 +0000,Barbell Incline Bench Press, 8,72.57477926086054,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Barbell Incline Bench Press, 6,72.57477926086054,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Pull Up, 10,0.0,0.0,0.0,0.0,0.0,false,, 1.0
2026-02-25 14:28:49 +0000,Pull Up, 8,0.0,0.0,0.0,0.0,0.0,false,, 1.0
